	Marine_Methylotrophic_Group_2	Marinimicrobia_(SAR406_clade)	AEGEAN-169_marine_group	SAR202_clade	Clade_II	Nitrosopumilaceae	SAR324_clade(Marine_group_B)	Marine_Group_II	Arctic97B-4_marine_group	Acinetobacter	Poribacteria	Rheinheimera	JL-ETNP-F27	Clade_Ib	Pla3_lineage	SUP05_cluster	Marine_Group_III	S25-593	UBA10353_marine_group	Chryseobacterium	Sphingobium	SAR86_clade	Comamonas	BD7-11	Brevundimonas	Lentisphaera	Sva0996_marine_group	KI89A_clade	Herbaspirillum	LS-NOB	FS140-16B-02_marine_group	Methylobacterium-Methylorubrum	HOC36	PAUC34f	Alishewanella	Thalassospira	Rhodopirellula	Woesearchaeales	Candidatus_Nitrosotenuis	Chloroplast	Colwellia	Candidatus_Nitrosopumilus	Sphingomonas	Margulisbacteria	Pseudohongiella	028H05-P-BN-P5	Marinobacter	OM182_clade	Azospirillum	Acanthopleuribacter	NS9_marine_group	AT-s3-44	Marinoscillum	Urania-1B-19_marine_sediment_group	vadinHA49	Shewanella	P3OB-42	SAR11_clade	[Caedibacter]_taeniospiralis_group	Subgroup_10	KD3-93	Aureispira	Bdellovibrio	Marine_Benthic_Group_A	OM27_clade	AT-s2-59	Halomonas	BD2-11_terrestrial_group	A4b	Alcanivorax	Candidatus_Endoecteinascidia	CCM11a	N9D0	IheB2-23	SM2D12	Staphylococcus	Streptococcus	AncK6	Curvibacter	Arctic95B-14	GW2011_GWC1_47_15	Pla4_lineage	Caulobacter	Zoogloea	Candidatus_Megaira	OCS116_clade	Hyphomonas	SCGC_AAA164-E04	MB11C04_marine_group	Aquabacterium	SCGC_AAA011-D5	A714019	Clade_I	PB19	SGST604	Halobacteriovorax	Paludibaculum	C1-B045	Oleibacter	EPR3968-O8a-Bc78	Vogesella	Aliikangiella	Magnetospira	PAUC26f	NS7_marine_group	Reinekea	Methyloversatilis	NRL2	Sulfurimonas	Mycoplasma	Rubritalea	Candidatus_Entotheonella	Moritella	bacteriap25	Thalassotalea	Uruburuella	Ralstonia	Granulosicoccus	Marinicaulis	Candidatus_Fritschea	Vicingus	Rickettsiales	Stenotrophomonas	Aestuariibacter	Novosphingobium	koll11	Emticicia
Candidatus_Nitrosotenuis	0	0	0	0	0	0.881118881118881	0	0	0.818181818181818	0	0	0	0	0	0	0.895104895104895	0	0	0.888111888111888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0.937062937062937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909090909090909	0	0	0	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0.846153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroplast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colwellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Nitrosopumilus	0	0	0	0	0	0.916083916083916	0	0.846153846153846	0.93006993006993	0	0	0	0.93006993006993	0	0	0.944055944055944	0	0	0.895104895104895	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0.832167832167832	0	0.832167832167832	0	0	0	0	0	0.937062937062937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0	0.832167832167832	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0.881118881118881	0	0	0	0	0.818181818181818	0	0	0	0.846153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas	0	0	0	-0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0.874125874125874	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965034965034965	0	0
Margulisbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudohongiella	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
028H05-P-BN-P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916083916083916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0
OM182_clade	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916083916083916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospirillum	0	0	0	0	0	0	0	-0.811188811188811	0	0	0	0.972027972027972	0	-0.874125874125874	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	-0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	-0.93006993006993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acanthopleuribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0.832167832167832	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.902097902097902	0	0	0	0	0	0	0	0	0	0	0
NS9_marine_group	0	0	0	0	0	0	0	0	0	-0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT-s3-44	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846153846153846	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinoscillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0.902097902097902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urania-1B-19_marine_sediment_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vadinHA49	0	0	0	0	0	0	0	0	0.881118881118881	0	0	0	0.916083916083916	0	0	0	0	0	0	0	0	0	0	0	0	0.909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shewanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3OB-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAR11_clade	0	0	0	0	0.867132867132867	0.846153846153846	0	0.888111888111888	0	0	0	-0.895104895104895	0.888111888111888	0.972027972027972	0	0	0	0.902097902097902	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Caedibacter]_taeniospiralis_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subgroup_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846153846153846	0	0	0	0
KD3-93	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0.804195804195804	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867132867132867	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.811188811188811	0	0	0	0	0	0	0
Bdellovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	0	0	0	0	0
Marine_Benthic_Group_A	0	0	0	0	0	0.888111888111888	0	0.923076923076923	0.867132867132867	0	0	0	0.888111888111888	0	0	0.818181818181818	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86013986013986	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0.811188811188811	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM27_clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902097902097902	0	0	0	0	0	0	0	0	0	0	0	0	0
AT-s2-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.846153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BD2-11_terrestrial_group	0	0.839160839160839	0	0	0.874125874125874	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867132867132867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902097902097902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916083916083916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804195804195804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0
Alcanivorax	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Endoecteinascidia	0	0	0	0.804195804195804	0	0	0	0	0	-0.811188811188811	0	-0.881118881118881	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.93006993006993	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.839160839160839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCM11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.839160839160839	0	0	0	0	0	0	0	0	0	0.874125874125874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N9D0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IheB2-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888111888111888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937062937062937	0	0	0	0	0	0.909090909090909	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811188811188811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SM2D12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.804195804195804	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.832167832167832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AncK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.811188811188811	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902097902097902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curvibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arctic95B-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825174825174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GW2011_GWC1_47_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853146853146853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla4_lineage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83012386498094	0
